participant,condition,stimulus,item1,item2,item3,item4,item5,vt
0,1,1,4.0,3.0,4.0,3.0,3.0,3.4
1,1,2,4.0,3.0,5.0,4.0,4.0,4.0
2,1,3,5.0,4.0,6.0,4.0,4.0,4.6
3,1,4,5.0,5.0,5.0,4.0,4.0,4.6
4,1,5,4.0,4.0,4.0,3.0,3.0,3.6
5,1,6,4.0,2.0,5.0,4.0,4.0,3.8
6,1,7,5.0,4.0,4.0,5.0,3.0,4.2
7,1,8,5.0,4.0,4.0,4.0,5.0,4.4
8,1,9,4.0,3.0,4.0,5.0,4.0,4.0
9,1,10,4.0,4.0,5.0,4.0,5.0,4.4
10,1,11,4.0,4.0,3.0,5.0,4.0,4.0
11,1,12,4.0,4.0,5.0,4.0,4.0,4.2
12,1,13,4.0,4.0,4.0,3.0,3.0,3.6
13,1,14,2.0,3.0,3.0,4.0,5.0,3.4
14,1,15,3.0,5.0,4.0,3.0,3.0,3.6
15,1,16,4.0,4.0,2.0,3.0,5.0,3.6
16,1,17,3.0,4.0,5.0,4.0,4.0,4.0
17,1,18,4.0,3.0,5.0,4.0,2.0,3.6
18,1,19,3.0,4.0,4.0,3.0,4.0,3.6
19,1,20,3.0,3.0,4.0,5.0,3.0,3.6
20,1,21,5.0,4.0,6.0,4.0,4.0,4.6
21,1,22,4.0,5.0,4.0,3.0,3.0,3.8
22,1,23,4.0,3.0,3.0,3.0,5.0,3.6
23,1,24,3.0,3.0,5.0,4.0,4.0,3.8
24,1,25,4.0,5.0,6.0,4.0,4.0,4.6
25,1,26,4.0,4.0,4.0,4.0,5.0,4.2
26,1,27,3.0,3.0,5.0,4.0,5.0,4.0
27,1,28,4.0,5.0,5.0,2.0,4.0,4.0
28,1,29,4.0,4.0,3.0,4.0,3.0,3.6
29,1,30,4.0,5.0,4.0,4.0,3.0,4.0
30,1,31,4.0,5.0,5.0,5.0,3.0,4.4
31,1,32,5.0,4.0,5.0,3.0,4.0,4.2
32,1,33,4.0,6.0,4.0,5.0,4.0,4.6
33,1,34,3.0,4.0,3.0,2.0,4.0,3.2
34,1,35,5.0,5.0,6.0,5.0,5.0,5.2
35,1,36,3.0,4.0,4.0,4.0,4.0,3.8
36,1,37,4.0,5.0,4.0,5.0,4.0,4.4
37,1,38,2.0,5.0,4.0,4.0,5.0,4.0
38,1,39,3.0,4.0,5.0,5.0,4.0,4.2
39,1,40,4.0,3.0,5.0,4.0,4.0,4.0
40,1,41,5.0,4.0,4.0,3.0,4.0,4.0
41,1,42,4.0,3.0,4.0,5.0,3.0,3.8
42,1,43,4.0,6.0,4.0,4.0,3.0,4.2
43,1,44,4.0,4.0,4.0,4.0,4.0,4.0
44,1,45,3.0,4.0,2.0,5.0,5.0,3.8
45,1,46,3.0,4.0,4.0,3.0,4.0,3.6
46,1,47,4.0,3.0,4.0,4.0,3.0,3.6
47,1,48,5.0,3.0,3.0,4.0,5.0,4.0
48,1,49,4.0,5.0,4.0,4.0,4.0,4.2
49,1,50,3.0,3.0,4.0,4.0,3.0,3.4
50,1,1,4.0,3.0,5.0,3.0,4.0,3.8
51,1,2,4.0,4.0,5.0,3.0,4.0,4.0
52,1,3,3.0,5.0,4.0,5.0,5.0,4.4
53,1,4,4.0,5.0,4.0,5.0,3.0,4.2
54,1,5,5.0,5.0,4.0,4.0,5.0,4.6
55,1,6,5.0,3.0,4.0,4.0,5.0,4.2
56,1,7,3.0,3.0,4.0,4.0,3.0,3.4
57,1,8,4.0,5.0,3.0,5.0,4.0,4.2
58,1,9,4.0,4.0,3.0,4.0,3.0,3.6
59,1,10,5.0,4.0,4.0,4.0,4.0,4.2
60,1,11,4.0,5.0,5.0,5.0,4.0,4.6
61,1,12,4.0,4.0,3.0,3.0,5.0,3.8
62,1,13,3.0,4.0,5.0,5.0,5.0,4.4
63,1,14,3.0,6.0,3.0,3.0,3.0,3.6
64,1,15,5.0,3.0,4.0,5.0,2.0,3.8
65,1,16,5.0,5.0,5.0,4.0,4.0,4.6
66,1,17,4.0,4.0,4.0,4.0,4.0,4.0
67,1,18,5.0,4.0,4.0,2.0,4.0,3.8
68,1,19,4.0,5.0,4.0,4.0,4.0,4.2
69,1,20,3.0,4.0,4.0,3.0,4.0,3.6
70,1,21,4.0,4.0,4.0,4.0,5.0,4.2
71,1,22,5.0,5.0,3.0,4.0,4.0,4.2
72,1,23,4.0,4.0,4.0,5.0,4.0,4.2
73,1,24,5.0,3.0,3.0,4.0,4.0,3.8
74,1,25,2.0,3.0,4.0,4.0,4.0,3.4
75,1,26,5.0,2.0,4.0,3.0,5.0,3.8
76,1,27,4.0,6.0,4.0,3.0,4.0,4.2
77,1,28,4.0,3.0,4.0,5.0,4.0,4.0
78,1,29,4.0,4.0,4.0,3.0,4.0,3.8
79,1,30,2.0,4.0,4.0,5.0,5.0,4.0
80,1,31,4.0,4.0,5.0,4.0,6.0,4.6
81,1,32,4.0,5.0,3.0,4.0,4.0,4.0
82,1,33,5.0,5.0,3.0,5.0,4.0,4.4
83,1,34,4.0,4.0,3.0,5.0,4.0,4.0
84,1,35,3.0,4.0,4.0,4.0,2.0,3.4
85,1,36,4.0,4.0,4.0,4.0,5.0,4.2
86,1,37,5.0,4.0,3.0,4.0,4.0,4.0
87,1,38,4.0,5.0,3.0,4.0,4.0,4.0
88,1,39,4.0,4.0,4.0,5.0,3.0,4.0
89,1,40,4.0,5.0,4.0,4.0,4.0,4.2
90,1,41,4.0,5.0,4.0,4.0,4.0,4.2
91,1,42,5.0,5.0,4.0,5.0,5.0,4.8
92,1,43,3.0,4.0,4.0,4.0,4.0,3.8
93,1,44,4.0,3.0,3.0,4.0,6.0,4.0
94,1,45,4.0,4.0,4.0,3.0,4.0,3.8
95,1,46,3.0,3.0,3.0,2.0,3.0,2.8
96,1,47,4.0,4.0,4.0,4.0,4.0,4.0
97,1,48,4.0,4.0,3.0,4.0,3.0,3.6
98,1,49,4.0,5.0,4.0,4.0,2.0,3.8
99,1,50,4.0,4.0,4.0,4.0,5.0,4.2
100,1,1,3.0,4.0,4.0,4.0,5.0,4.0
101,1,2,4.0,5.0,6.0,5.0,4.0,4.8
102,1,3,4.0,4.0,4.0,4.0,4.0,4.0
103,1,4,3.0,6.0,3.0,3.0,3.0,3.6
104,1,5,4.0,4.0,4.0,5.0,4.0,4.2
105,1,6,4.0,3.0,3.0,4.0,5.0,3.8
106,1,7,6.0,5.0,4.0,4.0,3.0,4.4
107,1,8,4.0,4.0,3.0,4.0,2.0,3.4
108,1,9,4.0,5.0,5.0,3.0,4.0,4.2
109,1,10,4.0,5.0,4.0,4.0,4.0,4.2
110,1,11,2.0,4.0,4.0,4.0,4.0,3.6
111,1,12,4.0,3.0,3.0,4.0,5.0,3.8
112,1,13,4.0,4.0,5.0,4.0,5.0,4.4
113,1,14,6.0,3.0,4.0,3.0,4.0,4.0
114,1,15,4.0,4.0,5.0,4.0,5.0,4.4
115,1,16,4.0,4.0,5.0,5.0,3.0,4.2
116,1,17,4.0,5.0,4.0,4.0,4.0,4.2
117,1,18,3.0,4.0,4.0,4.0,5.0,4.0
118,1,19,5.0,3.0,4.0,5.0,3.0,4.0
119,1,20,5.0,4.0,2.0,3.0,3.0,3.4
120,1,21,5.0,5.0,4.0,3.0,3.0,4.0
121,1,22,3.0,4.0,5.0,4.0,3.0,3.8
122,1,23,5.0,4.0,4.0,4.0,5.0,4.4
123,1,24,3.0,4.0,3.0,3.0,4.0,3.4
124,1,25,4.0,3.0,4.0,4.0,3.0,3.6
125,1,26,6.0,5.0,5.0,4.0,4.0,4.8
126,1,27,3.0,4.0,5.0,4.0,5.0,4.2
127,1,28,4.0,4.0,4.0,4.0,4.0,4.0
128,1,29,4.0,3.0,5.0,5.0,4.0,4.2
129,1,30,4.0,4.0,4.0,4.0,4.0,4.0
130,1,31,3.0,5.0,3.0,4.0,5.0,4.0
131,1,32,4.0,4.0,3.0,4.0,3.0,3.6
132,1,33,3.0,5.0,5.0,3.0,5.0,4.2
133,1,34,4.0,4.0,4.0,4.0,4.0,4.0
134,1,35,3.0,4.0,4.0,4.0,4.0,3.8
135,1,36,5.0,5.0,4.0,4.0,6.0,4.8
136,1,37,3.0,3.0,6.0,6.0,3.0,4.2
137,1,38,4.0,3.0,5.0,3.0,4.0,3.8
138,1,39,5.0,3.0,6.0,4.0,3.0,4.2
139,1,40,3.0,5.0,4.0,4.0,5.0,4.2
140,1,41,4.0,4.0,4.0,4.0,5.0,4.2
141,1,42,5.0,6.0,3.0,4.0,5.0,4.6
142,1,43,3.0,4.0,5.0,5.0,5.0,4.4
143,1,44,4.0,4.0,3.0,2.0,4.0,3.4
144,1,45,4.0,5.0,4.0,2.0,4.0,3.8
145,1,46,5.0,6.0,3.0,4.0,3.0,4.2
146,1,47,3.0,6.0,4.0,5.0,6.0,4.8
147,1,48,3.0,5.0,3.0,3.0,4.0,3.6
148,1,49,4.0,5.0,4.0,2.0,4.0,3.8
149,1,50,4.0,4.0,4.0,4.0,5.0,4.2
150,2,1,5.0,3.0,4.0,4.0,3.0,3.8
151,2,2,3.0,5.0,3.0,4.0,3.0,3.6
152,2,3,5.0,3.0,4.0,4.0,3.0,3.8
153,2,4,5.0,3.0,3.0,4.0,3.0,3.6
154,2,5,4.0,3.0,5.0,4.0,4.0,4.0
155,2,6,5.0,5.0,5.0,6.0,5.0,5.2
156,2,7,3.0,2.0,4.0,4.0,4.0,3.4
157,2,8,3.0,6.0,4.0,3.0,3.0,3.8
158,2,9,2.0,5.0,5.0,4.0,5.0,4.2
