participant,condition,stimulus,item1,item2,item3,item4,item5,vt
0,1,1,4.0,4.0,4.0,4.0,4.0,4.0
1,1,2,4.0,4.0,3.0,3.0,6.0,4.0
2,1,3,5.0,5.0,5.0,4.0,3.0,4.4
3,1,4,5.0,4.0,3.0,4.0,5.0,4.2
4,1,5,4.0,5.0,5.0,4.0,4.0,4.4
5,1,6,4.0,3.0,5.0,4.0,5.0,4.2
6,1,7,5.0,4.0,4.0,4.0,4.0,4.2
7,1,8,5.0,5.0,5.0,5.0,3.0,4.6
8,1,9,4.0,4.0,4.0,4.0,4.0,4.0
9,1,10,4.0,5.0,5.0,3.0,3.0,4.0
10,1,11,4.0,4.0,4.0,5.0,4.0,4.2
11,1,12,4.0,5.0,3.0,5.0,4.0,4.2
12,1,13,4.0,6.0,3.0,3.0,5.0,4.2
13,1,14,2.0,4.0,5.0,5.0,5.0,4.2
14,1,15,3.0,4.0,4.0,4.0,4.0,3.8
15,1,16,4.0,5.0,4.0,4.0,4.0,4.2
16,1,17,3.0,5.0,3.0,4.0,3.0,3.6
17,1,18,4.0,4.0,4.0,4.0,3.0,3.8
18,1,19,3.0,4.0,6.0,3.0,5.0,4.2
19,1,20,3.0,4.0,3.0,3.0,5.0,3.6
20,1,21,5.0,3.0,4.0,3.0,4.0,3.8
21,1,22,4.0,3.0,5.0,3.0,4.0,3.8
22,1,23,4.0,3.0,4.0,4.0,3.0,3.6
23,1,24,3.0,3.0,4.0,3.0,5.0,3.6
24,1,25,4.0,4.0,3.0,5.0,5.0,4.2
25,1,26,4.0,4.0,4.0,5.0,6.0,4.6
26,1,27,3.0,5.0,4.0,4.0,3.0,3.8
27,1,28,4.0,3.0,5.0,4.0,4.0,4.0
28,1,29,4.0,5.0,5.0,4.0,4.0,4.4
29,1,30,4.0,4.0,6.0,4.0,5.0,4.6
30,1,1,4.0,4.0,4.0,4.0,4.0,4.0
31,1,2,5.0,5.0,4.0,5.0,3.0,4.4
32,1,3,4.0,3.0,4.0,4.0,5.0,4.0
33,1,4,3.0,4.0,4.0,3.0,5.0,3.8
34,1,5,5.0,4.0,4.0,5.0,3.0,4.2
35,1,6,3.0,4.0,4.0,5.0,5.0,4.2
36,1,7,4.0,4.0,4.0,3.0,5.0,4.0
37,1,8,2.0,6.0,5.0,4.0,4.0,4.2
38,1,9,3.0,3.0,3.0,5.0,4.0,3.6
39,1,10,4.0,4.0,5.0,4.0,4.0,4.2
40,1,11,5.0,4.0,5.0,5.0,3.0,4.4
41,1,12,4.0,4.0,4.0,6.0,4.0,4.4
42,1,13,4.0,3.0,2.0,3.0,2.0,2.8
