participant,condition,stimulus,item1,item2,item3,item4,item5,vt
1,1,1,4,4,5,4,5,4.4
1,2,1,3,3,5,3,3,3.4
1,3,1,4,4,3,4,4,3.8
2,1,1,3,3,3,3,3,3.0
2,2,1,2,3,3,4,3,3.0
2,3,1,3,3,3,3,4,3.2
3,1,1,3,4,3,4,4,3.6
3,2,1,2,2,3,3,2,2.4
3,3,1,2,3,2,3,2,2.4
4,1,1,3,3,4,3,3,3.2
4,2,1,2,3,3,4,3,3.0
4,3,1,2,3,4,2,2,2.6
5,1,1,6,4,4,3,5,4.4
5,2,1,3,4,3,4,3,3.4
5,3,1,3,4,4,3,2,3.2
6,1,2,4,3,4,4,4,3.8
6,2,2,4,4,3,4,4,3.8
6,3,2,3,4,3,3,4,3.4
7,1,2,4,5,5,4,5,4.6
7,2,2,3,4,4,5,4,4.0
7,3,2,4,4,5,5,5,4.6
8,1,2,4,3,5,4,4,4.0
8,2,2,4,5,5,4,4,4.4
8,3,2,4,3,4,4,3,3.6
9,1,2,4,4,5,4,4,4.2
9,2,2,4,4,4,5,3,4.0
9,3,2,4,3,4,4,3,3.6
10,1,2,4,4,3,4,4,3.8
10,2,2,4,4,3,6,4,4.2
10,3,2,4,4,3,3,4,3.6
11,1,3,4,4,5,4,5,4.4
11,2,3,4,3,4,3,3,3.4
11,3,3,4,3,4,3,5,3.8
12,1,3,4,3,3,3,3,3.2
12,2,3,2,3,3,2,2,2.4
12,3,3,3,2,4,3,2,2.8
13,1,3,4,4,5,4,5,4.4
13,2,3,3,5,4,4,3,3.8
13,3,3,4,3,4,3,4,3.6
14,1,3,3,4,4,4,3,3.6
14,2,3,3,3,3,4,3,3.2
14,3,3,3,4,3,3,3,3.2
15,1,3,5,5,5,5,5,5.0
15,2,3,4,3,4,3,3,3.4
15,3,3,4,3,5,4,4,4.0
16,1,4,3,3,4,3,3,3.2
16,2,4,4,4,3,3,3,3.4
16,3,4,3,4,4,3,4,3.6
17,1,4,3,5,5,4,3,4.0
17,2,4,3,4,3,3,4,3.4
17,3,4,4,3,3,4,2,3.2
18,1,4,3,2,3,2,3,2.6
18,2,4,3,2,2,3,2,2.4
18,3,4,2,2,2,3,2,2.2
19,1,4,4,2,4,3,3,3.2
19,2,4,3,3,3,3,3,3.0
19,3,4,3,2,4,3,3,3.0
20,1,4,3,4,4,4,4,3.8
20,2,4,3,4,4,3,2,3.2
20,3,4,4,4,3,3,3,3.4
21,1,5,4,4,3,4,5,4.0
21,2,5,3,4,5,4,4,4.0
21,3,5,4,5,4,4,5,4.4
22,1,5,4,4,4,4,5,4.2
22,2,5,4,4,3,4,4,3.8
22,3,5,5,4,3,3,4,3.8
23,1,5,4,4,4,4,4,4.0
23,2,5,4,4,5,4,3,4.0
23,3,5,3,4,4,4,4,3.8
24,1,5,5,4,5,5,4,4.6
24,2,5,4,5,5,4,4,4.4
24,3,5,4,5,5,4,5,4.6
25,1,5,4,4,5,5,5,4.6
25,2,5,5,5,4,4,3,4.2
25,3,5,4,6,5,6,4,5.0
26,1,6,5,6,4,5,6,5.2
26,2,6,4,5,5,4,5,4.6
26,3,6,5,5,5,4,5,4.8
27,1,6,4,4,4,5,3,4.0
27,2,6,3,3,3,4,4,3.4
27,3,6,4,3,3,3,4,3.4
28,1,6,4,4,3,4,5,4.0
28,2,6,4,4,5,2,4,3.8
28,3,6,4,4,5,4,3,4.0
29,1,6,4,4,4,4,3,3.8
29,2,6,4,4,4,5,3,4.0
29,3,6,4,3,3,5,4,3.8
30,1,6,4,4,4,4,4,4.0
30,2,6,4,5,4,4,4,4.2
30,3,6,4,4,4,3,4,3.8
31,1,7,2,2,4,4,3,3.0
31,2,7,4,3,4,4,5,4.0
31,3,7,3,4,3,3,3,3.2
32,1,7,3,5,4,4,3,3.8
32,2,7,4,5,3,5,2,3.8
32,3,7,3,2,3,3,3,2.8
33,1,7,2,4,3,4,4,3.4
33,2,7,4,3,4,3,4,3.6
33,3,7,2,4,3,2,2,2.6
