participant,condition,stimulus,item1,item2,item3,item4,item5,vt
1,1,1,4,3,3,3,3,3.2
1,2,1,3,4,4,3,4,3.6
1,3,1,3,3,2,1,3,2.4
2,1,1,3,3,4,3,3,3.2
2,2,1,4,4,4,3,4,3.8
2,3,1,3,1,3,3,4,2.8
3,1,1,4,4,3,4,3,3.6
3,2,1,4,3,4,3,3,3.4
3,3,1,3,4,3,3,3,3.2
4,1,1,4,3,3,3,3,3.2
4,2,1,4,4,5,4,2,3.8
4,3,1,4,2,4,3,4,3.4
5,1,1,3,2,2,2,2,2.2
5,2,1,4,3,3,4,2,3.2
5,3,1,2,2,2,4,2,2.4
6,1,2,3,3,3,3,4,3.2
6,2,2,2,4,5,5,5,4.2
6,3,2,4,4,4,4,3,3.8
7,1,2,3,4,5,4,3,3.8
7,2,2,4,5,5,4,4,4.4
7,3,2,4,4,3,4,4,3.8
8,1,2,4,4,5,5,5,4.6
8,2,2,4,4,4,3,4,3.8
8,3,2,4,5,5,5,5,4.8
9,1,2,4,4,4,4,4,4.0
9,2,2,5,4,5,5,4,4.6
9,3,2,6,5,5,3,4,4.6
10,1,2,4,4,3,4,3,3.6
10,2,2,3,3,5,3,4,3.6
10,3,2,2,3,4,3,4,3.2
11,1,3,3,4,3,3,4,3.4
11,2,3,3,4,3,3,5,3.6
11,3,3,3,3,3,2,3,2.8
12,1,3,5,5,6,5,4,5.0
12,2,3,4,4,4,4,4,4.0
12,3,3,3,4,3,2,4,3.2
13,1,3,3,4,3,3,4,3.4
13,2,3,4,4,4,4,5,4.2
13,3,3,4,5,4,4,3,4.0
14,1,3,4,4,4,5,3,4.0
14,2,3,4,3,4,4,4,3.8
14,3,3,3,3,3,3,3,3.0
15,1,3,5,5,6,4,5,5.0
15,2,3,4,5,4,5,4,4.4
15,3,3,4,6,5,5,4,4.8
16,1,4,4,4,3,4,4,3.8
16,2,4,4,2,3,3,3,3.0
16,3,4,3,4,3,4,3,3.4
17,1,4,4,4,4,4,4,4.0
17,2,4,4,4,3,3,4,3.6
17,3,4,4,4,4,5,3,4.0
18,1,4,3,3,2,4,3,3.0
18,2,4,3,3,3,3,3,3.0
18,3,4,4,4,4,4,2,3.6
19,1,4,4,3,5,4,4,4.0
19,2,4,3,4,4,3,3,3.4
19,3,4,4,5,4,4,5,4.4
20,1,4,2,4,4,4,4,3.6
20,2,4,4,2,4,3,3,3.2
20,3,4,4,3,4,3,4,3.6
21,1,5,4,4,4,4,3,3.8
21,2,5,4,4,5,5,3,4.2
21,3,5,4,4,3,5,4,4.0
22,1,5,4,4,4,6,4,4.4
22,2,5,4,4,5,4,3,4.0
22,3,5,3,4,3,4,4,3.6
23,1,5,3,4,3,4,3,3.4
23,2,5,4,3,3,3,5,3.6
23,3,5,3,2,2,4,2,2.6
24,1,5,5,4,4,4,4,4.2
24,2,5,5,6,5,5,3,4.8
24,3,5,4,5,4,5,4,4.4
25,1,5,4,4,4,5,4,4.2
25,2,5,4,5,5,4,5,4.6
25,3,5,4,4,3,4,5,4.0
26,1,6,3,4,4,4,4,3.8
26,2,6,3,3,5,3,4,3.6
26,3,6,5,5,4,6,4,4.8
27,1,6,4,4,4,4,3,3.8
27,2,6,3,3,3,4,5,3.6
27,3,6,5,4,3,5,4,4.2
28,1,6,4,5,5,5,4,4.6
28,2,6,4,4,4,3,4,3.8
28,3,6,4,5,5,3,4,4.2
29,1,6,3,5,3,4,3,3.6
29,2,6,3,4,3,4,4,3.6
29,3,6,4,4,5,4,5,4.4
30,1,6,3,4,3,4,5,3.8
30,2,6,3,4,3,3,2,3.0
30,3,6,4,4,3,3,4,3.6
31,1,7,4,4,3,4,4,3.8
31,2,7,2,4,3,3,4,3.2
31,3,7,3,3,3,3,4,3.2
32,1,7,4,5,4,5,5,4.6
32,2,7,4,3,5,3,3,3.6
32,3,7,6,4,4,4,4,4.4
33,1,7,5,5,5,4,6,5.0
33,2,7,4,5,4,4,4,4.2
33,3,7,5,4,5,4,3,4.2
34,1,7,4,4,4,4,4,4.0
34,2,7,4,3,3,4,4,3.6
34,3,7,4,4,4,4,5,4.2
35,1,7,5,5,4,6,5,5.0
35,2,7,4,4,5,4,4,4.2
35,3,7,5,4,6,5,4,4.8
36,1,8,3,3,3,4,4,3.4
36,2,8,3,3,3,2,3,2.8
36,3,8,4,2,3,4,3,3.2
37,1,8,3,3,4,3,4,3.4
37,2,8,2,3,4,3,3,3.0
37,3,8,4,4,2,3,3,3.2
38,1,8,4,3,3,3,3,3.2
38,2,8,4,3,3,4,3,3.4
38,3,8,4,3,2,3,3,3.0
39,1,8,4,3,4,3,3,3.4
39,2,8,3,2,2,4,3,2.8
39,3,8,4,3,4,4,4,3.8
40,1,8,2,2,2,2,2,2.0
40,2,8,2,3,2,3,2,2.4
40,3,8,3,2,2,2,4,2.6
41,1,9,3,3,4,4,3,3.4
41,2,9,4,3,4,3,3,3.4
41,3,9,3,2,2,2,3,2.4
42,1,9,3,3,3,3,2,2.8
42,2,9,3,3,3,3,3,3.0
42,3,9,4,3,3,3,3,3.2
43,1,9,3,3,2,2,3,2.6
43,2,9,3,2,3,3,2,2.6
43,3,9,2,3,2,2,2,2.2
44,1,9,3,3,4,3,4,3.4
44,2,9,3,3,4,4,5,3.8
44,3,9,4,3,5,3,4,3.8
45,1,9,3,3,3,4,2,3.0
45,2,9,4,3,4,3,3,3.4
45,3,9,4,5,4,3,3,3.8
46,1,10,5,5,5,5,5,5.0
46,2,10,4,4,4,4,4,4.0
46,3,10,3,4,5,4,5,4.2
